,index,Nature mutation,Type de voie,Voie,Code postal,Commune,Code departement,1er lot,Surface Carrez du 1er lot,Nombre de lots,Type local,Surface reelle bati,Nombre pieces principales,lon,lat,Valeur fonciere
204,250283,Vente,RUE,DE COPENHAGUE,75008,PARIS 08,75,53.0,"74,05",2,Appartement,73.0,3.0,2.32021,48.880266,"742000,00"
205,250285,Vente,RUE,DE SAINTONGE,75003,PARIS 03,75,40.0,"33,24",2,Appartement,38.0,1.0,2.365566,48.864455,"340000,00"
206,250286,Vente,BD,SAINT MARTIN,75003,PARIS 03,75,74.0,"29,57",1,Appartement,29.0,1.0,2.359838,48.868167,"270000,00"
207,250300,Vente,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 03,75,50.0,"18,72",1,Appartement,23.0,1.0,2.356374,48.867784,"232000,00"
208,250310,Vente,BD,DU TEMPLE,75003,PARIS 03,75,38.0,"28,33",1,Appartement,31.0,1.0,2.365949,48.863957,"204000,00"
209,250316,Vente,RUE,DE LABORDE,75008,PARIS 08,75,10.0,"72,57",2,Appartement,70.0,4.0,2.317813,48.875588,"779400,00"
211,250331,Vente,RUE,DE VIENNE,75008,PARIS 08,75,17.0,"60,39",1,Appartement,62.0,3.0,2.321341,48.876629,"705000,00"
212,250339,Vente,RUE,BEAUJON,75008,PARIS 08,75,20.0,"11,54",1,Appartement,12.0,1.0,2.29656,48.875326,"132500,00"
214,250347,Vente,RUE,MESLAY,75003,PARIS 03,75,54.0,"111,53",2,Appartement,97.0,4.0,2.3614740000000003,48.867528,"1089500,00"
216,250359,Vente,RUE,RAMBUTEAU,75001,PARIS 01,75,7.0,"17,70",1,Appartement,17.0,1.0,2.348066,48.86253,"174000,00"
217,250360,Vente,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 08,75,11.0,"33,15",1,Appartement,35.0,2.0,2.299182,48.877668,"377050,00"
218,250369,Vente,RUE,COQUILLIERE,75001,PARIS 01,75,107.0,"47,15",1,Appartement,49.0,2.0,2.343446,48.863574,"489505,00"
220,250388,Vente,RUE,GRENETA,75003,PARIS 03,75,48.0,"9,75",1,Appartement,13.0,1.0,2.352571,48.865294,"140000,00"
222,250393,Vente,RUE,DE L ARBRE SEC,75001,PARIS 01,75,22.0,"22,25",1,Appartement,23.0,1.0,2.342401,48.861281,"258100,00"
225,250419,Vente,RUE,MESLAY,75003,PARIS 03,75,43.0,"63,05",2,Appartement,66.0,4.0,2.356923,48.868406,"610000,00"
226,250420,Vente,RUE,DU TEMPLE,75003,PARIS 03,75,104.0,"81,90",1,Appartement,75.0,3.0,2.361764,48.866457,"800000,00"
227,250422,Vente,RUE,CLAPEYRON,75008,PARIS 08,75,110.0,"27,16",2,Appartement,27.0,1.0,2.32379,48.881836,"307000,00"
228,250426,Vente,BD,DU TEMPLE,75003,PARIS 03,75,39.0,"25,15",1,Appartement,26.0,1.0,2.365949,48.863957,"150130,00"
229,250429,Vente,BD,DU TEMPLE,75003,PARIS 03,75,6.0,"25,31",1,Appartement,27.0,1.0,2.365949,48.863957,"154870,00"
230,250430,Vente,RUE,MONTMARTRE,75001,PARIS 01,75,223.0,"19,71",1,Appartement,22.0,2.0,2.345146,48.864512,"238000,00"
231,250437,Vente,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 03,75,15.0,"82,02",1,Appartement,81.0,3.0,2.360757,48.867035,"808000,00"
232,250443,Vente,RUE,CHARLOT,75003,PARIS 03,75,57.0,"33,90",2,Appartement,36.0,1.0,2.361489,48.862023,"350000,00"
234,250448,Vente,RUE,DE L ARCADE,75008,PARIS 08,75,11.0,"27,42",8,Appartement,40.0,3.0,2.3236380000000003,48.871494,"285000,00"
236,250484,Vente,RUE,DE LA VILLE L EVEQUE,75008,PARIS 08,75,10.0,"6,30",3,Appartement,157.0,6.0,2.320943,48.87128,"1700000,00"
237,250486,Vente,AV,MARCEAU,75008,PARIS 08,75,41.0,"23,13",2,Appartement,34.0,2.0,2.299428,48.867829,"300000,00"
240,250494,Vente,RUE,DU VERTBOIS,75003,PARIS 03,75,126.0,"42,38",1,Appartement,46.0,2.0,2.355159,48.867685,"512500,00"
241,250510,Vente,RUE,BAILLY,75003,PARIS 03,75,8.0,"20,95",1,Appartement,20.0,1.0,2.356395,48.864976,"230000,00"
242,250511,Vente,RUE,DE MIROMESNIL,75008,PARIS 08,75,7.0,"56,56",1,Appartement,59.0,3.0,2.315897,48.874874,"570000,00"
244,250521,Vente,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 03,75,36.0,"24,90",1,Appartement,29.0,2.0,2.356636,48.867638,"292500,00"
245,250523,Vente,RUE,AUX OURS,75003,PARIS 03,75,8.0,"17,15",1,Appartement,20.0,1.0,2.3521810000000003,48.862955,"145000,00"
246,250524,Vente,RUE,DES ARCHIVES,75003,PARIS 03,75,47.0,"35,19",2,Appartement,50.0,2.0,2.358791,48.861894,"418000,00"
247,250526,Vente,RUE,VAUVILLIERS,75001,PARIS 01,75,5.0,"18,26",1,Appartement,21.0,1.0,2.343413,48.861784,"220500,00"
250,250539,Vente,RUE,TRONCHET,75008,PARIS 08,75,10.0,"66,61",1,Appartement,66.0,2.0,2.325569,48.87185,"720000,00"
251,250554,Vente,RUE,DU GRENIER SAINT LAZARE,75003,PARIS 03,75,11.0,"23,81",1,Appartement,24.0,1.0,2.353503,48.862992,"200000,00"
252,250557,Vente,BD,DE SEBASTOPOL,75003,PARIS 03,75,22.0,"4,53",1,Appartement,6.0,1.0,2.352951,48.866567,"40000,00"
253,250558,Vente,RUE,DES LAVANDIERES STE OPPORT,75001,PARIS 01,75,20.0,"30,36",2,Appartement,33.0,1.0,2.3457790000000003,48.858354,"339700,00"
254,250559,Vente,RUE,DES GRAVILLIERS,75003,PARIS 03,75,21.0,"97,40",2,Appartement,99.0,3.0,2.354039,48.864563,"1010000,00"
255,250562,Vente,RUE,LA BOETIE,75008,PARIS 08,75,124.0,"72,36",1,Appartement,80.0,3.0,2.315052,48.873877,"900000,00"
256,250568,Vente,RUE,TRONCHET,75008,PARIS 08,75,40.0,"73,11",2,Appartement,73.0,3.0,2.325417,48.871014,"840000,00"
258,250578,Vente,RUE,DES VERTUS,75003,PARIS 03,75,18.0,"49,79",2,Appartement,51.0,3.0,2.358006,48.864468,"585000,00"
262,250622,Vente,RUE,HEROLD,75001,PARIS 01,75,6.0,"17,82",1,Appartement,20.0,2.0,2.341335,48.864866,"130000,00"
263,250632,Vente,RUE,DE BERNE,75008,PARIS 08,75,8.0,"39,62",1,Appartement,40.0,2.0,2.322655,48.881383,"320000,00"
264,250633,Vente,RUE,DU TEMPLE,75003,PARIS 03,75,128.0,"29,52",1,Appartement,32.0,2.0,2.356375,48.86152,"350000,00"
265,250635,Vente,RUE,DES ARCHIVES,75003,PARIS 03,75,7.0,"81,46",1,Appartement,79.0,3.0,2.360409,48.863045,"880000,00"
266,250637,Vente,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 03,75,49.0,"35,02",1,Appartement,48.0,2.0,2.356921,48.867707,"335000,00"
268,250644,Vente,RUE,ETIENNE MARCEL,75001,PARIS 01,75,5.0,"16,02",1,Appartement,18.0,1.0,2.349524,48.863656,"189000,00"
269,250645,Vente,RUE,PELOUZE,75008,PARIS 08,75,33.0,"76,93",1,Appartement,77.0,3.0,2.317871,48.88104600000001,"850000,00"
270,250650,Vente,RUE,CHAPON,75003,PARIS 03,75,2.0,"20,02",1,Appartement,23.0,1.0,2.353682,48.864057,"254000,00"
271,250653,Vente,RUE,MESLAY,75003,PARIS 03,75,18.0,"52,61",1,Appartement,53.0,3.0,2.360239,48.867764,"530000,00"
272,250654,Vente,RUE,QUINCAMPOIX,75003,PARIS 03,75,14.0,"26,01",1,Appartement,35.0,1.0,2.351518,48.862935,"317250,00"
274,250672,Vente,RUE,DE MIROMESNIL,75008,PARIS 08,75,14.0,"39,87",1,Appartement,42.0,2.0,2.315897,48.874874,"467000,00"
275,250674,Vente,RUE,DE CONSTANTINOPLE,75008,PARIS 08,75,10.0,"55,03",2,Appartement,55.0,3.0,2.321097,48.879669,"580000,00"
276,250675,Vente,RUE,DE RIVOLI,75001,PARIS 01,75,370.0,"26,97",2,Appartement,28.0,1.0,2.330545,48.864398,"285000,00"
278,250685,Vente,RUE,JEAN MERMOZ,75008,PARIS 08,75,60.0,"71,71",2,Appartement,75.0,3.0,2.311473,48.870904,"840000,00"
281,250712,Vente,RUE,DE BERRI,75008,PARIS 08,75,320.0,"33,67",1,Appartement,36.0,1.0,2.305113,48.872875,"405000,00"
282,250714,Vente,RUE,DE TURENNE,75003,PARIS 03,75,8.0,"35,09",1,Appartement,38.0,2.0,2.364552,48.863182,"370000,00"
283,250729,Vente,RUE,LARRIBE,75008,PARIS 08,75,5.0,"109,66",1,Appartement,120.0,4.0,2.317885,48.880457,"1200000,00"
284,250735,Vente,RUE,GRENETA,75003,PARIS 03,75,10.0,"81,19",2,Appartement,85.0,3.0,2.352332,48.865246,"872250,00"
285,250739,Vente,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 03,75,102.0,"64,06",2,Appartement,85.0,4.0,2.358741,48.867449,"685000,00"
286,250741,Vente,BD,SAINT MARTIN,75003,PARIS 03,75,11.0,"95,09",2,Appartement,105.0,4.0,2.3576490000000003,48.868491,"1150000,00"
289,250749,Vente,RUE,VOLTA,75003,PARIS 03,75,31.0,"27,83",1,Appartement,28.0,2.0,2.357055,48.864967,"312500,00"
290,250761,Vente,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 03,75,42.0,"72,63",1,Appartement,72.0,3.0,2.360313,48.867099,"791000,00"
291,250762,Vente,RUE,LA BOETIE,75008,PARIS 08,75,66.0,"24,02",1,Appartement,23.0,1.0,2.312615,48.873459,"260000,00"
292,250763,Vente,BD,DU TEMPLE,75003,PARIS 03,75,8.0,"15,75",1,Appartement,30.0,1.0,2.3658740000000003,48.864081,"238000,00"
293,250764,Vente,RUE,DU JOUR,75001,PARIS 01,75,118.0,"14,69",1,Appartement,18.0,1.0,2.344675,48.863777,"115000,00"
294,250766,Vente,BD,MALESHERBES,75008,PARIS 08,75,8.0,"14,80",1,Appartement,15.0,1.0,2.314034,48.879896,"160000,00"
295,250777,Vente,RUE,DE BUCAREST,75008,PARIS 08,75,52.0,"152,62",2,Appartement,150.0,5.0,2.325846,48.880702,"1520000,00"
296,250779,Vente,BD,DES BATIGNOLLES,75008,PARIS 08,75,24.0,"29,57",1,Appartement,30.0,1.0,2.325195,48.882861,"237800,00"
298,250789,Vente,BD,SAINT MARTIN,75003,PARIS 03,75,127.0,"22,66",1,Appartement,35.0,2.0,2.360081,48.868131,"259117,00"
299,250790,Vente,RUE,DE LA FERRONNERIE,75001,PARIS 01,75,5.0,"21,69",1,Appartement,24.0,1.0,2.347454,48.860162,"160000,00"
300,250793,Vente,RUE,AU MAIRE,75003,PARIS 03,75,8.0,"13,95",1,Appartement,18.0,1.0,2.356019,48.86465,"156400,00"
301,250795,Vente,RUE,SAINT DENIS,75001,PARIS 01,75,27.0,"63,00",1,Appartement,63.0,3.0,2.349589,48.862936,"630000,00"
302,250804,Vente,RUE,BERGER,75001,PARIS 01,75,100217.0,"57,87",1,Appartement,59.0,2.0,2.345914,48.861333,"645620,00"
303,250805,Vente,RUE,DE LISBONNE,75008,PARIS 08,75,118.0,"35,95",2,Appartement,35.0,1.0,2.308455,48.877339,"205200,00"
305,250807,Vente,RUE,SAINT HONORE,75001,PARIS 01,75,23.0,"23,82",2,Appartement,27.0,1.0,2.343102,48.861296,"295000,00"
306,250826,Vente,RUE,BAILLEUL,75001,PARIS 01,75,20.0,"43,09",1,Appartement,49.0,2.0,2.3419830000000004,48.860983,"544100,00"
307,250838,Vente,RUE,DE LABORDE,75008,PARIS 08,75,25.0,"7,20",1,Appartement,8.0,1.0,2.317341,48.875545,"60000,00"
308,250843,Vente,RUE,SAINT MARTIN,75003,PARIS 03,75,7.0,"42,79",1,Appartement,42.0,2.0,2.355287,48.868135,"320000,00"
310,250853,Vente,RUE,DE COURCELLES,75008,PARIS 08,75,11.0,"163,08",2,Appartement,165.0,5.0,2.3082830000000003,48.87578,"1640000,00"
312,250855,Vente,RUE,SAINT HONORE,75001,PARIS 01,75,62.0,"26,61",2,Appartement,96.0,5.0,2.332979,48.864529,"640000,00"
314,250858,Vente,RUE,SAINTE ANASTASE,75003,PARIS 03,75,39.0,"25,69",1,Appartement,26.0,2.0,2.364177,48.85958400000001,"250000,00"
315,250859,Vente,RUE,DE MONCEAU,75008,PARIS 08,75,143.0,"22,99",1,Appartement,23.0,2.0,2.309683,48.877171,"250000,00"
316,250868,Vente,RUE,SAINT HONORE,75001,PARIS 01,75,207.0,"27,13",1,Appartement,27.0,1.0,2.341788,48.861513,"280000,00"
317,250870,Vente,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 08,75,11.0,"25,13",1,Appartement,31.0,2.0,2.303969,48.875463,"340000,00"
318,250873,Vente,RUE,MESLAY,75003,PARIS 03,75,60.0,"38,44",1,Appartement,38.0,2.0,2.360004,48.867674,"425000,00"
319,250876,Vente,RUE,DE BERNE,75008,PARIS 08,75,6.0,"105,08",1,Appartement,99.0,4.0,2.323395,48.880585,"1080000,00"
320,250883,Vente,RUE,FREDERIC BASTIAT,75008,PARIS 08,75,14.0,"246,23",2,Appartement,248.0,8.0,2.306931,48.872362,"2640000,00"
321,250888,Vente,RUE,DE PENTHIEVRE,75008,PARIS 08,75,17.0,"104,16",2,Appartement,99.0,4.0,2.316958,48.872992,"1100000,00"
324,250898,Vente,RUE,DU FAUBOURG SAINT HONORE,75008,PARIS 08,75,8.0,"16,27",2,Appartement,20.0,1.0,2.298213,48.877575,"208000,00"
325,250900,Vente,BD,DES BATIGNOLLES,75008,PARIS 08,75,26.0,"44,15",1,Appartement,45.0,2.0,2.323706,48.882559,"503000,00"
327,250906,Vente,RUE,DU ROCHER,75008,PARIS 08,75,47.0,"39,30",2,Appartement,48.0,2.0,2.317685,48.879954,"400000,00"
328,250910,Vente,RUE,DU JOUR,75001,PARIS 01,75,10.0,"18,06",2,Appartement,35.0,1.0,2.345226,48.86397,"220000,00"
329,250911,Vente,RUE,SAINT GILLES,75003,PARIS 03,75,43.0,"35,50",1,Appartement,35.0,2.0,2.365437,48.857969,"350000,00"
330,250914,Vente,RUE,DES HAUDRIETTES,75003,PARIS 03,75,45.0,"19,53",2,Appartement,24.0,1.0,2.3576,48.861637,"255000,00"
333,250940,Vente,RUE,DE LA PEPINIERE,75008,PARIS 08,75,14.0,"183,11",1,Appartement,192.0,6.0,2.322319,48.875191,"2150000,00"
335,250948,Vente,RUE,SAINT HONORE,75001,PARIS 01,75,42.0,"31,60",1,Appartement,32.0,2.0,2.333544,48.86423,"368221,00"
336,250956,Vente,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 03,75,40.0,"89,72",2,Appartement,98.0,3.0,2.360757,48.867035,"847620,00"
337,250957,Vente,RUE,AU MAIRE,75003,PARIS 03,75,10.0,"57,80",4,Appartement,70.0,2.0,2.354752,48.864924,"800000,00"
338,250972,Vente,RUE,ETIENNE MARCEL,75001,PARIS 01,75,5.0,"50,15",1,Appartement,50.0,2.0,2.350417,48.863426,"540465,00"
341,250986,Vente,RUE,JEAN JACQUES ROUSSEAU,75001,PARIS 01,75,26.0,"16,98",1,Appartement,17.0,2.0,2.341067,48.862847,"185000,00"
342,250995,Vente,RUE,D AMSTERDAM,75008,PARIS 08,75,7.0,"108,01",1,Appartement,102.0,5.0,2.326861,48.878222,"1142700,00"
343,250997,Vente,BD,SAINT MARTIN,75003,PARIS 03,75,38.0,"41,28",1,Appartement,49.0,2.0,2.358681,48.868339,"550000,00"
345,251000,Vente,CITE,NOEL,75003,PARIS 03,75,45.0,"24,81",1,Appartement,26.0,2.0,2.354565,48.861295,"275000,00"
346,251003,Vente,RUE,BAILLY,75003,PARIS 03,75,16.0,"20,48",2,Appartement,12.0,1.0,2.355889,48.8651,"83333,33"
347,251023,Vente,RUE,DU FOREZ,75003,PARIS 03,75,4.0,"47,35",1,Appartement,48.0,2.0,2.363132,48.863661,"540000,00"
349,251028,Vente,RUE,DES VERTUS,75003,PARIS 03,75,17.0,"24,26",1,Appartement,25.0,1.0,2.358096,48.864766,"232500,00"
351,251046,Vente,AV,DE FRIEDLAND,75008,PARIS 08,75,19.0,"35,29",1,Appartement,35.0,1.0,2.3030630000000003,48.874425,"360500,00"
352,251058,Vente,RUE,BLONDEL,75003,PARIS 03,75,3.0,"19,25",3,Appartement,21.0,1.0,2.354921,48.868529,"204000,00"
354,251086,Vente,RUE,DE BERNE,75008,PARIS 08,75,23.0,"45,09",2,Appartement,48.0,2.0,2.323121,48.88088,"480000,00"
355,251100,Vente,RUE,DE TURIN,75008,PARIS 08,75,56.0,"5,95",1,Appartement,7.0,1.0,2.324405,48.881683,"57000,00"
356,251116,Vente,RUE,DU LOUVRE,75001,PARIS 01,75,109.0,"36,30",1,Appartement,36.0,1.0,2.341996,48.863501,"340000,00"
357,251126,Vente,RUE,DE PENTHIEVRE,75008,PARIS 08,75,24.0,"134,46",2,Appartement,141.0,5.0,2.316958,48.872992,"1600000,00"
361,251143,Vente,RUE,CLAPEYRON,75008,PARIS 08,75,29.0,"152,97",2,Appartement,149.0,5.0,2.323645,48.882037,"1300000,00"
363,251162,Vente,RUE,DU ROCHER,75008,PARIS 08,75,12.0,"57,75",2,Appartement,58.0,2.0,2.319598,48.878524,"645430,00"
364,251163,Vente,RUE,DE SAINTONGE,75003,PARIS 03,75,14.0,"16,00",2,Appartement,21.0,1.0,2.362037,48.861467,"200000,00"
365,251164,Vente,RUE,DE MESSINE,75008,PARIS 08,75,3.0,"69,00",1,Appartement,74.0,3.0,2.310721,48.876356,"810000,00"
366,251179,Vente,AV,DES CHAMPS ELYSEES,75008,PARIS 08,75,239.0,"34,67",1,Appartement,40.0,1.0,2.304351,48.87118,"370000,00"
367,251181,Vente,RUE,DE PONTHIEU,75008,PARIS 08,75,25.0,"22,64",1,Appartement,44.0,1.0,2.308342,48.871145,"245000,00"
370,251207,Vente,RUE,DU ROCHER,75008,PARIS 08,75,221.0,"21,95",1,Appartement,22.0,1.0,2.320964,48.877342,"228800,00"
372,251228,Vente,RUE,DE BERNE,75008,PARIS 08,75,33.0,"40,05",2,Appartement,39.0,3.0,2.323121,48.88088,"442000,00"
374,251235,Vente,RUE,SAINT DENIS,75001,PARIS 01,75,64.0,"45,03",1,Appartement,47.0,2.0,2.349589,48.862936,"510000,00"
375,251249,Vente,RUE,DE MONTMORENCY,75003,PARIS 03,75,6.0,"53,97",1,Appartement,65.0,3.0,2.357052,48.862459,"650000,00"
378,251254,Vente,RUE,SAINT HONORE,75001,PARIS 01,75,16.0,"34,13",1,Appartement,40.0,2.0,2.344655,48.861178,"450000,00"
379,251255,Vente,RUE,SAINT HONORE,75001,PARIS 01,75,16.0,"34,13",1,Appartement,45.0,2.0,2.344655,48.861178,"450000,00"
380,251257,Vente,RUE,DE SAINT PETERSBOURG,75008,PARIS 08,75,25.0,"191,17",2,Appartement,185.0,6.0,2.32602,48.8821,"2100000,00"
382,251262,Vente,RUE,LA BOETIE,75008,PARIS 08,75,26.0,"12,26",2,Appartement,15.0,1.0,2.311653,48.873229,"115000,00"
383,251265,Vente,RUE,D ANJOU,75008,PARIS 08,75,17.0,"87,82",3,Appartement,88.0,3.0,2.321762,48.871246,"760000,00"
384,251266,Vente,RUE,DE TURIN,75008,PARIS 08,75,19.0,"21,10",2,Appartement,21.0,1.0,2.325475,48.879658,"160000,00"
385,251271,Vente,BD,DES BATIGNOLLES,75008,PARIS 08,75,59.0,"49,43",1,Appartement,53.0,2.0,2.324751,48.88277100000001,"586500,00"
387,251274,Vente,RUE,LA BOETIE,75008,PARIS 08,75,19.0,"200,16",3,Appartement,190.0,6.0,2.318235,48.874422,"2020000,00"
388,251277,Vente,RUE,DE BRETAGNE,75003,PARIS 03,75,18.0,"14,58",1,Appartement,16.0,1.0,2.361748,48.863161,"180000,00"
389,251283,Vente,RUE,CLAPEYRON,75008,PARIS 08,75,13.0,"58,77",2,Appartement,95.0,3.0,2.323952,48.881612,"884650,00"
390,251286,Vente,RUE,DE WASHINGTON,75008,PARIS 08,75,8.0,"213,41",1,Appartement,208.0,6.0,2.303975,48.873859,"2300000,00"
391,251288,Vente,RUE,PERRAULT,75001,PARIS 01,75,36.0,"6,09",1,Appartement,7.0,1.0,2.341513,48.860359,"69000,00"
393,251295,Vente,RUE,DE LA BIENFAISANCE,75008,PARIS 08,75,2.0,"112,65",2,Appartement,112.0,5.0,2.320714,48.876842,"1056750,00"
394,251298,Vente,RUE,DE LA BIENFAISANCE,75008,PARIS 08,75,110.0,"198,50",1,Appartement,190.0,5.0,2.314457,48.876629,"1800000,00"
395,251307,Vente,RUE,DU TEMPLE,75003,PARIS 03,75,102.0,"24,53",2,Appartement,28.0,2.0,2.359275,48.864468,"290000,00"
398,251318,Vente,RUE,DES COUTURES SAINT GERVAIS,75003,PARIS 03,75,11.0,"46,58",2,Appartement,44.0,2.0,2.361925,48.860407,"490000,00"
400,251331,Vente,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 03,75,48.0,"22,25",1,Appartement,23.0,1.0,2.358421,48.867494,"235000,00"
401,251332,Vente,RUE,BAYARD,75008,PARIS 08,75,28.0,"23,49",1,Appartement,23.0,1.0,2.3077400000000003,48.865697,"215000,00"
402,251336,Vente,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 03,75,109.0,"28,86",1,Appartement,29.0,1.0,2.356409,48.867667,"320000,00"
403,251347,Vente,RUE,DE SAINT PETERSBOURG,75008,PARIS 08,75,407.0,"7,38",1,Appartement,8.0,1.0,2.324175,48.87982,"90000,00"
404,251348,Vente,RUE,DE SAINT PETERSBOURG,75008,PARIS 08,75,405.0,"14,33",1,Appartement,14.0,1.0,2.324175,48.87982,"90000,00"
405,251351,Vente,RUE,DE LISBONNE,75008,PARIS 08,75,1.0,"20,00",1,Appartement,21.0,1.0,2.314507,48.877778,"185000,00"
406,251359,Vente,AV,DE WAGRAM,75008,PARIS 08,75,353.0,"33,49",1,Appartement,36.0,1.0,2.29728,48.87647,"392523,00"
407,251374,Vente,RUE,DE MONCEAU,75008,PARIS 08,75,3.0,"224,29",2,Appartement,224.0,6.0,2.315277,48.880009,"2485000,00"
408,251375,Vente,RUE,DE LABORDE,75008,PARIS 08,75,72.0,"18,53",1,Appartement,20.0,1.0,2.317114,48.875525,"190000,00"
409,251376,Vente,AV,HOCHE,75008,PARIS 08,75,11.0,"58,93",1,Appartement,68.0,2.0,2.302589,48.876724,"732500,00"
410,251381,Vente,BD,MALESHERBES,75008,PARIS 08,75,9.0,"149,64",1,Appartement,155.0,6.0,2.316808,48.87762100000001,"1730000,00"
411,251382,Vente,RUE,PORTEFOIN,75003,PARIS 03,75,105.0,"64,74",1,Appartement,69.0,3.0,2.359709,48.863704,"570000,00"
414,251391,Vente,RUE,PASTOURELLE,75003,PARIS 03,75,5.0,"20,20",1,Appartement,27.0,1.0,2.3596630000000003,48.862735,"205000,00"
415,251402,Vente,RUE,JOSEPH SANSBOEUF,75008,PARIS 08,75,225.0,"38,25",1,Appartement,64.0,3.0,2.323029,48.875392,"430000,00"
416,251405,Vente,RUE,DU TEMPLE,75003,PARIS 03,75,133.0,"94,40",1,Appartement,178.0,6.0,2.360434,48.86561500000001,"1065000,00"
417,251409,Vente,RUE,DARU,75008,PARIS 08,75,14.0,"215,62",3,Appartement,214.0,7.0,2.3018650000000003,48.87804600000001,"2254700,00"
419,251419,Vente,RUE,DE FLORENCE,75008,PARIS 08,75,2.0,"61,83",2,Appartement,62.0,2.0,2.325504,48.882139,"680000,00"
422,251433,Vente,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 03,75,2.0,"105,78",1,Appartement,132.0,4.0,2.357594,48.867495,"1079105,00"
423,251434,Vente,RUE,SAINT MARTIN,75003,PARIS 03,75,11.0,"67,13",1,Appartement,80.0,3.0,2.352696,48.863417,"872400,00"
424,251476,Vente,RUE,DU ROCHER,75008,PARIS 08,75,11.0,"148,02",2,Appartement,135.0,5.0,2.319344,48.878716,"1100000,00"
425,251481,Vente,RUE,DE POITOU,75003,PARIS 03,75,2.0,"18,83",1,Appartement,19.0,1.0,2.361749,48.861773,"156000,00"
427,251491,Vente,RUE,DES ARCHIVES,75003,PARIS 03,75,32.0,"54,03",1,Appartement,83.0,2.0,2.359957,48.862654,"885000,00"
428,251513,Vente,RUE,MESLAY,75003,PARIS 03,75,34.0,"19,28",1,Appartement,18.0,1.0,2.357513,48.868164,"188513,52"
429,251514,Vente,RUE,DES FONTAINES DU TEMPLE,75003,PARIS 03,75,8.0,"21,70",1,Appartement,25.0,1.0,2.3581220000000003,48.865794,"241050,00"
430,251515,Vente,RUE,DU PONT AUX CHOUX,75003,PARIS 03,75,20.0,"40,96",2,Appartement,42.0,2.0,2.365733,48.861222,"400000,00"
431,251519,Vente,RUE,DES GRAVILLIERS,75003,PARIS 03,75,33.0,"13,73",1,Appartement,14.0,1.0,2.35561,48.864105,"145000,00"
432,251525,Vente,RUE,CROIX DES PETITS CHAMPS,75001,PARIS 01,75,89.0,"30,70",1,Appartement,37.0,1.0,2.340018,48.863714,"367000,00"
433,251536,Vente,RUE,D ARTOIS,75008,PARIS 08,75,14.0,"17,77",2,Appartement,12.0,1.0,2.308485,48.872413,"120000,00"
434,251546,Vente,RUE,DE MIROMESNIL,75008,PARIS 08,75,70.0,"157,43",2,Appartement,156.0,6.0,2.316085,48.872546,"1600000,00"
435,251553,Vente,RUE,NOTRE DAME DE NAZARETH,75003,PARIS 03,75,113.0,"51,33",2,Appartement,80.0,2.0,2.359124,48.867393,"684500,00"
438,251563,Vente,RUE,D ARTOIS,75008,PARIS 08,75,36.0,"84,60",2,Appartement,86.0,4.0,2.306434,48.87384,"895000,00"
439,251569,Vente,RUE,DU TEMPLE,75003,PARIS 03,75,14.0,"27,55",1,Appartement,33.0,2.0,2.358432,48.86345,"363000,00"
440,251572,Adjudication,RUE,BERTIN POIREE,75001,PARIS 01,75,33.0,"26,55",2,Appartement,27.0,1.0,2.34488,48.858693,"280000,00"
441,251575,Vente,RUE,DE WASHINGTON,75008,PARIS 08,75,44.0,"34,95",2,Appartement,47.0,2.0,2.303321,48.87327,"325000,00"
442,251577,Vente,RUE,SAINT DENIS,75001,PARIS 01,75,10.0,"18,67",1,Appartement,20.0,1.0,2.347921,48.859843,"220000,00"
443,251595,Vente,RUE,DES LAVANDIERES STE OPPORT,75001,PARIS 01,75,13.0,"10,99",1,Appartement,13.0,1.0,2.346527,48.859278,"135000,00"
444,251599,Vente,RUE,DE TURENNE,75003,PARIS 03,75,17.0,"22,84",1,Appartement,21.0,2.0,2.364843,48.86466400000001,"235000,00"
449,251661,Vente,RUE,DE RIVOLI,75001,PARIS 01,75,6.0,"52,41",1,Appartement,52.0,1.0,2.3468400000000003,48.859081,"565060,00"
451,251690,Vente,RUE,MESLAY,75003,PARIS 03,75,40.0,"128,06",2,Appartement,152.0,4.0,2.360239,48.867764,"1350000,00"
455,251705,Vente,AV,MONTAIGNE,75008,PARIS 08,75,21.0,"123,51",1,Appartement,226.0,6.0,2.307591,48.867901,"2000000,00"
456,251712,Vente,RUE,DE TURBIGO,75003,PARIS 03,75,37.0,"111,60",2,Appartement,108.0,3.0,2.359233,48.866072,"1200000,00"
457,251724,Vente,RUE,DE MIROMESNIL,75008,PARIS 08,75,64.0,"41,06",1,Appartement,40.0,2.0,2.315764,48.876922,"460000,00"
458,251726,Vente,RUE,DE MOSCOU,75008,PARIS 08,75,3.0,"93,37",2,Appartement,95.0,4.0,2.32391,48.880989,"1060000,00"
