index,Code service CH,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain,lon,lat,code_IRIS,code_district_admin,code_district_custom,Valeur fonciere
258168,,,,,,,,1,1266,Vente,9.0,,RUE,4159,GERANDO,75009,PARIS 09,75,109,,BC,9,,15.0,"81,48",8.0,,,,,,,,2,2.0,Appartement,,80.0,4.0,,,,2.3457779999999997,48.882507000000004,751093609.0,36.0,Trudaine-Maubeuge,"850000,00"
258169,,,,,,,,1,1258,Vente,35.0,,RUE,4293,LA GRANGE AUX BELLES,75010,PARIS 10,75,110,,BT,14,,102.0,,80.0,"30,89",,,,,,,2,2.0,Appartement,,39.0,2.0,,,,2.36721,48.875274,751104007.0,40.0,Grange Aux Belles-Terrage,"320000,00"
258170,,,,,,,,1,1269,Vente,24.0,,RUE,0572,D AUMALE,75009,PARIS 09,75,109,,AH,50,,11.0,"222,60",114.0,,18.0,,,,,,3,2.0,Appartement,,221.0,6.0,,,,2.3351029999999997,48.878539,751093302.0,33.0,Lorette-Martyrs,"1890450,00"
258171,,,,,,,,1,1267,Vente,210.0,,RUE,8699,SAINT MAUR,75010,PARIS 10,75,110,,BL,27,,180.0,"16,90",,,,,,,,,1,2.0,Appartement,,16.0,1.0,,,,2.370977,48.873065999999994,751104002.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"150000,00"
258173,,,,,,,,1,1267,Vente,26.0,,RUE,7043,DE PARADIS,75010,PARIS 10,75,110,,AP,71,,2152.0,,2165.0,,,,,,,,2,2.0,Appartement,,41.0,1.0,,,,2.35262,48.875087,751103806.0,38.0,Porte Saint Denis-Paradis,"365000,00"
258176,,,,,,,,1,1295,Vente,23.0,,RUE,7385,PHILIPPE DE GIRARD,75010,PARIS 10,75,110,,AE,16,,502.0,,531.0,"120,42",,,,,,,2,2.0,Appartement,,121.0,6.0,,,,2.361493,48.883342999999996,751103708.0,37.0,Louis Blanc-Aqueduc,"1080050,00"
258180,,,,,,,,1,1268,Vente,2.0,,RUE,2255,DE COMPIEGNE,75010,PARIS 10,75,110,,AM,28,,119.0,"108,64",92.0,,,,,,,,2,2.0,Appartement,,104.0,4.0,,,,2.35358,48.879645000000004,751103704.0,37.0,Saint Vincent de Paul-Lariboisière,"970000,00"
258187,,,,,,,,1,1400,Vente,5.0,,RUE,6076,MARIE ET LOUISE,75010,PARIS 10,75,110,,BE,77,,18.0,"49,45",,,,,,,,,1,2.0,Appartement,,45.0,2.0,,,,2.367076,48.871789,751103909.0,39.0,Faubourg du Temple-Hôpital Saint Louis,"510000,00"
258188,,,,,,,,1,1400,Vente,72.0,,RUE,8289,DE ROCHECHOUART,75009,PARIS 09,75,109,,BD,55,,17.0,"25,96",,,,,,,,,1,2.0,Appartement,,31.0,2.0,,,,2.3466259999999997,48.881615000000004,751093607.0,36.0,Trudaine-Maubeuge,"268000,00"
258192,,,,,,,,1,1264,Vente,17.0,,RUE,1916,DU CHATEAU D EAU,75010,PARIS 10,75,110,,BG,22,,10.0,"7,88",,,,,,,,,1,2.0,Appartement,,7.0,1.0,,,,2.3603330000000002,48.869986,751103904.0,39.0,Chateau d'Eau-Lancry,"68000,00"
258195,,,,,,,,1,1257,Vente,1.0,,BD,9100,DE STRASBOURG,75010,PARIS 10,75,110,,AW,64,,30.0,,,,,,,,,,1,2.0,Appartement,,4.0,1.0,,,,2.354171,48.869584,751103802.0,38.0,Porte Saint Denis-Paradis,"26000,00"
258197,,,,,,,,1,1374,Vente,54.0,B,RUE,5315,DE LANCRY,75010,PARIS 10,75,110,,BE,9,,45.0,"37,64",,,,,,,,,1,2.0,Appartement,,37.0,2.0,,,,2.362891,48.872137,751103908.0,39.0,Chateau d'Eau-Lancry,"342000,00"
258200,,,,,,,,1,1266,Vente,89.0,,RUE,3522,DU FBG ST MARTIN,75010,PARIS 10,75,110,,BA,35,,63.0,"60,53",64.0,,,,,,,,2,2.0,Appartement,,59.0,2.0,,,,2.357746,48.873021,751103906.0,39.0,Chateau d'Eau-Lancry,"635400,00"
258204,,,,,,,,1,1269,Vente,14.0,,RUE,0827,DE BELLEFOND,75009,PARIS 09,75,109,,BE,60,,136.0,"36,02",148.0,,,,,,,,2,2.0,Appartement,,38.0,3.0,,,,2.347856,48.877719,751093606.0,36.0,Trudaine-Maubeuge,"386500,00"
258205,,,,,,,,1,1262,Vente,32.0,,BD,5907,DE MAGENTA,75010,PARIS 10,75,110,,BD,26,,16.0,"66,22",41.0,,,,,,,,2,2.0,Appartement,,68.0,3.0,,,,2.360316,48.871814,751103908.0,39.0,Chateau d'Eau-Lancry,"700000,00"
258209,,,,,,,,1,1374,Vente,6.0,,RUE,7422,PIERRE CHAUSSON,75010,PARIS 10,75,110,,BF,20,,17.0,"50,75",,,,,,,,,1,2.0,Appartement,,46.0,3.0,,,,2.360426,48.870521000000004,751103904.0,39.0,Chateau d'Eau-Lancry,"350000,00"
258211,,,,,,,,1,1247,Vente,66.0,,RUE,8289,DE ROCHECHOUART,75009,PARIS 09,75,109,,BD,61,,34.0,"25,72",,,,,,,,,1,2.0,Appartement,,26.0,1.0,,,,2.346679,48.881251,751093607.0,36.0,Trudaine-Maubeuge,"255000,00"
258214,,,,,,,,1,1262,Vente,208.0,,RUE,8699,SAINT MAUR,75010,PARIS 10,75,110,,BL,28,,186.0,"22,15",187.0,,,,,,,,2,2.0,Appartement,,33.0,2.0,,,,2.371126,48.87287,751104002.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"248000,00"
258215,,,,,,,,1,1264,Vente,4.0,,CITE,2267,CONDORCET,75009,PARIS 09,75,109,,BA,46,,17.0,"63,52",4.0,,,,,,,,2,2.0,Appartement,,68.0,4.0,,,,2.344853,48.879481,751093605.0,36.0,Trudaine-Maubeuge,"728200,00"
258217,,,,,,,,1,1501,Vente,8.0,,RUE,0106,D AIX,75010,PARIS 10,75,110,,BJ,25,,1.0,"56,52",23.0,,31.0,,,,,,3,2.0,Appartement,,55.0,2.0,,,,2.369702,48.870284999999996,751104004.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"598246,00"
258219,,,,,,,,1,1426,Vente,144.0,,RUE,5240,LA FAYETTE,75010,PARIS 10,75,110,,AM,104,,17.0,"41,15",,,,,,,,,1,2.0,Appartement,,48.0,3.0,,,,2.3550880000000003,48.878696000000005,751103704.0,37.0,Saint Vincent de Paul-Lariboisière,"365000,00"
258236,,,,,,,,1,1501,Vente,13.0,,BD,9100,DE STRASBOURG,75010,PARIS 10,75,110,,AW,58,,106.0,"57,20",,,,,,,,,1,2.0,Appartement,,56.0,2.0,,,,2.354572,48.870298999999996,751103802.0,38.0,Porte Saint Denis-Paradis,"594600,00"
258237,,,,,,,,1,1269,Vente,8.0,,RUE,5211,LA BRUYERE,75009,PARIS 09,75,109,,AF,108,,9.0,"25,68",,,,,,,,,1,2.0,Appartement,,28.0,2.0,,,,2.336078,48.879090000000005,751093309.0,33.0,Lorette-Martyrs,"235000,00"
258238,,,,,,,,1,1280,Vente,89.0,,QUAI,9568,DE VALMY,75010,PARIS 10,75,110,,BC,6,,22.0,"23,01",,,,,,,,,1,2.0,Appartement,,22.0,1.0,,,,2.363324,48.873286,751103910.0,39.0,Chateau d'Eau-Lancry,"252250,00"
258239,,,,,,,,1,1322,Vente,121.0,,RUE,3508,DU FBG DU TEMPLE,75010,PARIS 10,75,110,,BK,12,,52.0,"40,02",,,,,,,,,1,2.0,Appartement,,40.0,2.0,,,,2.374878,48.871390999999996,751104001.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"359000,00"
258240,,,,,,,,1,1255,Vente,34.0,,RUE,2116,DE CLICHY,75009,PARIS 09,75,109,,AJ,39,,8.0,"44,84",,,,,,,,,1,2.0,Appartement,,45.0,1.0,,,,2.329568,48.879197999999995,751093304.0,33.0,Clichy-Trinité,"441000,00"
258241,,,,,,,,1,1280,Vente,30.0,,RUE,2994,DUPERRE,75009,PARIS 09,75,109,,AD,24,,20.0,,8.0,"62,36",,,,,,,2,2.0,Appartement,,61.0,3.0,,,,2.334778,48.882076,751093308.0,33.0,Clichy-Trinité,"664000,00"
258244,,,,,,,,1,1400,Vente,57.0,A,BD,9100,DE STRASBOURG,75010,PARIS 10,75,110,,AR,46,,28.0,"10,58",,,,,,,,,1,2.0,Appartement,,15.0,1.0,,,,2.356109,48.873038,751103801.0,38.0,Porte Saint Denis-Paradis,"119900,00"
258245,,,,,,,,1,1269,Vente,41.0,,BD,9838,DE LA VILLETTE,75010,PARIS 10,75,110,,BM,36,,93.0,"22,01",,,,,,,,,1,2.0,Appartement,,21.0,1.0,,,,2.373576,48.874781,751104005.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"220600,00"
258247,,,,,,,,1,1254,Vente,63.0,,BD,8288,DE ROCHECHOUART,75009,PARIS 09,75,109,,BB,1,,58.0,"30,13",,,,,,,,,1,2.0,Appartement,,30.0,1.0,,,,2.346275,48.880475,751093608.0,36.0,Trudaine-Maubeuge,"290000,00"
258254,,,,,,,,1,1400,Vente,237.0,,RUE,5240,LA FAYETTE,75010,PARIS 10,75,110,,BY,13,,10.0,"12,64",,,,,,,,,1,2.0,Appartement,,13.0,1.0,,,,2.36816,48.882341,751104011.0,40.0,Louis Blanc-Aqueduc,"135500,00"
258255,,,,,,,,1,1282,Vente,67.0,,RUE,7484,JEAN BAPTISTE PIGALLE,75009,PARIS 09,75,109,,AD,60,,338.0,"33,55",,,,,,,,,1,2.0,Appartement,,32.0,1.0,,,,2.336242,48.881464,751093308.0,33.0,Clichy-Trinité,"320000,00"
258258,,,,,,,,1,1262,Vente,12.0,,RUE,1046,BOCHART DE SARON,75009,PARIS 09,75,109,,BB,78,,27.0,,,,,,,,,,1,2.0,Appartement,,45.0,3.0,,,,2.342762,48.880835,751093608.0,36.0,Trudaine-Maubeuge,"445000,00"
258259,,,,,,,,1,1262,Vente,12.0,,RUE,1046,BOCHART DE SARON,75009,PARIS 09,75,109,,BB,78,,7.0,"45,85",,,,,,,,,1,2.0,Appartement,,45.0,3.0,,,,2.342762,48.880835,751093608.0,36.0,Trudaine-Maubeuge,"445000,00"
258260,,,,,,,,1,1269,Vente,22.0,,RUE,2021,CHORON,75009,PARIS 09,75,109,,AZ,16,,12.0,"27,88",,,,,,,,,1,2.0,Appartement,,30.0,1.0,,,,2.340015,48.877771,751093604.0,36.0,Lorette-Martyrs,"300000,00"
258263,,,,,,,,1,1266,Vente,12.0,,RUE,4941,JEAN POULMARCH,75010,PARIS 10,75,110,,BC,39,,27.0,,3.0,"104,55",,,,,,,2,2.0,Appartement,,51.0,2.0,,,,2.363455,48.872522,751103908.0,39.0,Chateau d'Eau-Lancry,"499800,00"
258264,,,,,,,,1,1501,Vente,200.0,,QUAI,4964,DE JEMMAPES,75010,PARIS 10,75,110,,BX,31,,37.0,"42,67",67.0,,,,,,,,2,2.0,Appartement,,43.0,2.0,,,,2.369152,48.880590999999995,751104010.0,40.0,Grange Aux Belles-Terrage,"400000,00"
258265,,,,,,,,1,1348,Vente,41.0,,RUE,5291,LAMARTINE,75009,PARIS 09,75,109,,AY,11,,12.0,"28,09",,,,,,,,,1,2.0,Appartement,,29.0,2.0,,,,2.339937,48.876577000000005,751093502.0,35.0,Lafayette-Richer,"326000,00"
258266,,,,,,,,1,1264,Vente,1.0,,CITE,8245,RIVERIN,75010,PARIS 10,75,110,,AY,14,,19.0,"55,23",,,,,,,,,1,2.0,Appartement,,55.0,3.0,,,,2.358058,48.869854,751103905.0,39.0,Chateau d'Eau-Lancry,"504000,00"
258275,,,,,,,,1,1247,Vente,14.0,,RUE,3713,PIERRE FONTAINE,75009,PARIS 09,75,109,,AC,61,,36.0,"58,41",,,,,,,,,1,2.0,Appartement,,59.0,3.0,,,,2.334573,48.881217,751093307.0,33.0,Clichy-Trinité,"560000,00"
258277,,,,,,,,1,1501,Vente,11.0,,RUE,8289,DE ROCHECHOUART,75009,PARIS 09,75,109,,AZ,105,,324.0,"12,34",,,,,,,,,1,2.0,Appartement,,17.0,1.0,,,,2.344497,48.877207,751093602.0,36.0,Lorette-Martyrs,"112000,00"
258278,,,,,,,,1,1426,Vente,201.0,,RUE,3516,DU FBG SAINT DENIS,75010,PARIS 10,75,110,,AD,8,,31.0,,4.0,"81,32",,,,,,,2,2.0,Appartement,,82.0,3.0,,,,2.359007,48.883241,751103712.0,37.0,Saint Vincent de Paul-Lariboisière,"676000,00"
258281,,,,,,,,1,1287,Vente,74.0,,RUE,1009,BLANCHE,75009,PARIS 09,75,109,,AC,5,,100.0,,106.0,,107.0,,115.0,,30.0,,5,2.0,Appartement,,302.0,6.0,,,,2.331746,48.881713,751093307.0,33.0,Clichy-Trinité,"2561000,00"
258282,,,,,,,,1,1280,Vente,13.0,,RUE,5981,MANUEL,75009,PARIS 09,75,109,,AZ,2,,18.0,"19,79",,,,,,,,,1,2.0,Appartement,,20.0,1.0,,,,2.340154,48.878299,751093604.0,36.0,Lorette-Martyrs,"218000,00"
258284,,,,,,,,1,1286,Vente,9.0,,RUE,8143,RENE BOULANGER,75010,PARIS 10,75,110,,AY,51,,107.0,,108.0,,125.0,,,,,,3,2.0,Appartement,,59.0,3.0,,,,2.35771,48.869163,751103905.0,39.0,Chateau d'Eau-Lancry,"498000,00"
258292,,,,,,,,1,1267,Vente,87.0,,RUE,4497,D HAUTEVILLE,75010,PARIS 10,75,110,,AN,51,,27.0,"11,71",,,,,,,,,1,2.0,Appartement,,16.0,2.0,,,,2.3513509999999997,48.877241999999995,751103705.0,37.0,Saint Vincent de Paul-Lariboisière,"135000,00"
258293,,,,,,,,1,1267,Vente,29.0,,RUE,5381,DE LA TOUR D AUVERGNE,75009,PARIS 09,75,109,,BA,79,,12.0,"45,42",,,,,,,,,1,2.0,Appartement,,44.0,2.0,,,,2.34291,48.879251000000004,751093603.0,36.0,Lorette-Martyrs,"490000,00"
258295,,,,,,,,1,1501,Vente,144.0,,RUE,5240,LA FAYETTE,75010,PARIS 10,75,110,,AM,104,,14.0,"70,29",,,,,,,,,1,2.0,Appartement,,70.0,4.0,,,,2.3550880000000003,48.878696000000005,751103704.0,37.0,Saint Vincent de Paul-Lariboisière,"771700,00"
258296,,,,,,,,1,1282,Vente,5.0,,AV,2088,CLAUDE VELLEFAUX,75010,PARIS 10,75,110,,BM,60,,80.0,"52,63",,,,,,,,,1,2.0,Appartement,,54.0,3.0,,,,2.370157,48.874578,751104006.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"458500,00"
258298,,,,,,,,1,1426,Vente,16.0,,RUE,0196,ALIBERT,75010,PARIS 10,75,110,,BI,21,,41.0,"34,33",,,,,,,,,1,2.0,Appartement,,34.0,1.0,,,,2.367572,48.871541,751103901.0,39.0,Faubourg du Temple-Hôpital Saint Louis,"370000,00"
258299,,,,,,,,1,1282,Vente,142.0,,RUE,3516,DU FBG SAINT DENIS,75010,PARIS 10,75,110,,AK,14,,131.0,,24.0,"41,58",,,,,,,2,2.0,Appartement,,40.0,2.0,,,,2.356459,48.877501,751103703.0,37.0,Saint Vincent de Paul-Lariboisière,"408550,00"
258300,,,,,,,,1,1348,Vente,77.0,,RUE,3522,DU FBG ST MARTIN,75010,PARIS 10,75,110,,BA,30,,127.0,,8.0,"65,03",9.0,,,,,,3,2.0,Appartement,,70.0,3.0,,,,2.357443,48.872471000000004,751103906.0,39.0,Chateau d'Eau-Lancry,"674900,00"
258302,,,,,,,,1,1285,Vente,44.0,,RUE,8617,SAINT GEORGES,75009,PARIS 09,75,109,,AG,61,,10.0,"29,22",11.0,,12.0,,,,,,3,2.0,Appartement,,25.0,1.0,,,,2.3372599999999997,48.877010999999996,751093302.0,33.0,Lorette-Martyrs,"227055,00"
258304,,,,,,,,1,1268,Vente,46.0,,RUE,3516,DU FBG SAINT DENIS,75010,PARIS 10,75,110,,AW,15,,24.0,"25,66",42.0,,,,,,,,2,2.0,Appartement,,28.0,1.0,,,,2.353784,48.871601,751103802.0,38.0,Porte Saint Denis-Paradis,"230000,00"
258307,,,,,,,,1,1280,Vente,18.0,,RUE,1407,CADET,75009,PARIS 09,75,109,,AX,178,,101.0,,8.0,"61,05",,,,,,,2,2.0,Appartement,,62.0,3.0,,,,2.343211,48.875088,751093503.0,35.0,Lafayette-Richer,"647000,00"
258308,,,,,,,,1,1348,Vente,49.0,,RUE,9848,DES VINAIGRIERS,75010,PARIS 10,75,110,,BD,9,,94.0,,95.0,,,,,,,,2,2.0,Appartement,,37.0,3.0,,,,2.3603709999999998,48.873137,751103908.0,39.0,Chateau d'Eau-Lancry,"355066,00"
258310,,,,,,,,1,1348,Vente,20.0,,RUE,5291,LAMARTINE,75009,PARIS 09,75,109,,AZ,126,,21.0,,59.0,"63,05",,,,,,,2,2.0,Appartement,,66.0,4.0,,,,2.3426169999999997,48.876587,751093602.0,36.0,Lorette-Martyrs,"620000,00"
258316,,,,,,,,1,1322,Vente,12.0,,RUE,9737,VICQ D AZIR,75010,PARIS 10,75,110,,BM,11,,6.0,"16,53",,,,,,,,,1,2.0,Appartement,,14.0,1.0,,,,2.369895,48.876065000000004,751104006.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"131000,00"
258317,,,,,,,,1,1282,Vente,66.0,,RUE,5764,LOUIS BLANC,75010,PARIS 10,75,110,,AE,6,,11.0,,18.0,"57,56",,,,,,,2,2.0,Appartement,,60.0,3.0,,,,2.360278,48.883871,751103708.0,37.0,Louis Blanc-Aqueduc,"467000,00"
258324,,,,,,,,1,1247,Vente,4.0,,SQ,6425,MONCEY,75009,PARIS 09,75,109,,AB,66,,6.0,,,,,,,,,,1,2.0,Appartement,,134.0,4.0,,,,2.33062,48.880482,751093304.0,33.0,Clichy-Trinité,"1530000,00"
258325,,,,,,,,1,1285,Vente,29.0,,RUE,6399,DE MOGADOR,75009,PARIS 09,75,109,,AL,31,,44.0,,7.0,,,,,,,,2,2.0,Appartement,,72.0,3.0,,,,2.3311439999999997,48.875643,751093409.0,34.0,Provence Opéra,"660000,00"
258327,,,,,,,,1,1285,Vente,76.0,,RUE,1916,DU CHATEAU D EAU,75010,PARIS 10,75,110,,AR,58,,10.0,"75,90",,,,,,,,,1,2.0,Appartement,,80.0,4.0,,,,2.354972,48.872717,751103801.0,38.0,Porte Saint Denis-Paradis,"830000,00"
258328,,,,,,,,1,1426,Vente,7.0,,RUE,1941,CHAUDRON,75010,PARIS 10,75,110,,AF,53,,21.0,"48,46",46.0,,,,,,,,2,2.0,Appartement,,45.0,2.0,,,,2.366284,48.882782,751103701.0,37.0,Louis Blanc-Aqueduc,"384000,00"
258329,,,,,,,,1,1260,Vente,16.0,,RUE,1419,CAIL,75010,PARIS 10,75,110,,AE,53,,15.0,,16.0,,,,,,,,2,2.0,Appartement,,25.0,2.0,,,,2.360384,48.882809,751103708.0,37.0,Louis Blanc-Aqueduc,"240000,00"
258331,,,,,,,,1,1267,Vente,10.0,,RUE,4293,LA GRANGE AUX BELLES,75010,PARIS 10,75,110,,BC,62,,138.0,,62.0,"29,29",,,,,,,2,2.0,Appartement,,32.0,2.0,,,,2.364779,48.873549,751103909.0,39.0,Faubourg du Temple-Hôpital Saint Louis,"280000,00"
258333,,,,,,,,1,1280,Vente,21.0,,RUE,8289,DE ROCHECHOUART,75009,PARIS 09,75,109,,AZ,92,,65.0,"37,64",,,,,,,,,1,2.0,Appartement,,40.0,1.0,,,,2.344653,48.877677,751093602.0,36.0,Lorette-Martyrs,"440000,00"
258335,,,,,,,,1,1280,Vente,87.0,,RUE,3508,DU FBG DU TEMPLE,75010,PARIS 10,75,110,,BJ,111,,37.0,"24,10",,,,,,,,,1,2.0,Appartement,,24.0,1.0,,,,2.372298,48.870461,751104003.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"213000,00"
258372,,,,,,,,1,1501,Vente,195.0,,RUE,3522,DU FBG ST MARTIN,75010,PARIS 10,75,110,,AG,42,,12.0,"88,43",35.0,,,,,,,,2,2.0,Appartement,,82.0,4.0,,,,2.36327,48.879735,751103702.0,37.0,Louis Blanc-Aqueduc,"893000,00"
258373,,,,,,,,1,1288,Vente,6.0,,RUE,4653,DE L HOPITAL ST LOUIS,75010,PARIS 10,75,110,,BP,11,,18.0,"66,51",52.0,,,,,,,,2,2.0,Appartement,,66.0,3.0,,,,2.365666,48.874928000000004,751104007.0,40.0,Grange Aux Belles-Terrage,"720000,00"
258374,,,,,,,,1,1426,Vente,88.0,,RUE,3516,DU FBG SAINT DENIS,75010,PARIS 10,75,110,,AR,32,,15.0,"106,72",19.0,,6.0,,7.0,,,,4,2.0,Appartement,,104.0,4.0,,,,2.355293,48.874016999999995,751103801.0,38.0,Porte Saint Denis-Paradis,"961250,00"
258376,,,,,,,,1,1286,Vente,19.0,,CRS,7328,DES PETITES ECURIES,75010,PARIS 10,75,110,,AU,37,,27.0,,29.0,,34.0,"66,43",,,,,3,2.0,Appartement,,68.0,3.0,,,,2.351673,48.872376,751103804.0,38.0,Porte Saint Denis-Paradis,"648800,00"
258379,,,,,,,,1,1264,Vente,14.0,,RUE,1345,DE BRUXELLES,75009,PARIS 09,75,109,,AA,15,,28.0,,37.0,,,,,,,,2,2.0,Appartement,,15.0,2.0,,,,2.331232,48.883537,751093306.0,33.0,Clichy-Trinité,"118850,00"
258380,,,,,,,,1,1400,Vente,103.0,,RUE,3508,DU FBG DU TEMPLE,75010,PARIS 10,75,110,,BJ,100,,43.0,"48,40",,,,,,,,,1,2.0,Appartement,,48.0,2.0,,,,2.373756,48.870944,751104001.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"495387,00"
258381,,,,,,,,1,1322,Vente,53.0,,RUE,5315,DE LANCRY,75010,PARIS 10,75,110,,BD,49,,300.0,"45,28",,,,,,,,,1,2.0,Appartement,,45.0,2.0,,,,2.362206,48.871697,751103908.0,39.0,Chateau d'Eau-Lancry,"430000,00"
258382,,,,,,,,1,1282,Vente,11.0,,RUE,2059,CIVIALE,75010,PARIS 10,75,110,,BK,28,,24.0,,35.0,"33,51",,,,,,,2,2.0,Appartement,,35.0,2.0,,,,2.375255,48.872685,751104001.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"297000,00"
258385,,,,,,,,1,1400,Vente,10.0,,RUE,1941,CHAUDRON,75010,PARIS 10,75,110,,AF,40,,59.0,,68.0,,,,,,,,2,2.0,Appartement,,22.0,1.0,,,,2.366217,48.882968,751103701.0,37.0,Louis Blanc-Aqueduc,"239000,00"
258391,,,,,,,,1,1267,Vente,208.0,,RUE,3522,DU FBG ST MARTIN,75010,PARIS 10,75,110,,BW,52,,11.0,,38.0,"38,09",39.0,,40.0,,41.0,,5,2.0,Appartement,,60.0,3.0,,,,2.363544,48.879603,751104009.0,40.0,Grange Aux Belles-Terrage,"493850,00"
258392,,,,,,,,1,1261,Vente,10.0,,BD,7560,POISSONNIERE,75009,PARIS 09,75,109,,AV,80,,14.0,"28,93",30.0,,,,,,,,2,2.0,Appartement,,29.0,1.0,,,,2.3469599999999997,48.871024,751093501.0,35.0,Lafayette-Richer,"300000,00"
258393,,,,,,,,1,1501,Vente,38.0,,RUE,8737,DE SAINT QUENTIN,75010,PARIS 10,75,110,,AM,71,,109.0,"54,69",126.0,,,,,,,,2,2.0,Appartement,,54.0,2.0,,,,2.356009,48.879424,751103703.0,37.0,Saint Vincent de Paul-Lariboisière,"451000,00"
258394,,,,,,,,1,1280,Vente,58.0,,RUE,1916,DU CHATEAU D EAU,75010,PARIS 10,75,110,,BA,23,,105.0,"39,94",119.0,,,,,,,,2,2.0,Appartement,,40.0,2.0,,,,2.356519,48.872097,751103906.0,39.0,Chateau d'Eau-Lancry,"360000,00"
258395,,,,,,,,1,1280,Vente,57.0,,RUE,5764,LOUIS BLANC,75010,PARIS 10,75,110,,AE,45,,10.0,"81,71",129.0,,131.0,,,,,,3,2.0,Appartement,,77.0,4.0,,,,2.36099,48.883232,751103708.0,37.0,Louis Blanc-Aqueduc,"749100,00"
258396,,,,,,,,1,1282,Vente,6.0,,RUE,6358,DE MILAN,75009,PARIS 09,75,109,,AJ,21,,4.0,,41.0,"168,87",8.0,,,,,,3,2.0,Appartement,,160.0,6.0,,,,2.328926,48.878976,751093305.0,33.0,Clichy-Trinité,"1330000,00"
258398,,,,,,,,1,1282,Vente,1.0,,PL,8259,ROBERT DESNOS,75010,PARIS 10,75,110,,BU,67,,182.0,,87.0,"82,12",,,,,,,2,2.0,Appartement,,83.0,4.0,,,,2.368204,48.878031,751104010.0,40.0,Grange Aux Belles-Terrage,"670000,00"
258399,,,,,,,,1,1374,Vente,3.0,,RUE,6076,MARIE ET LOUISE,75010,PARIS 10,75,110,,BE,76,,20.0,"17,49",,,,,,,,,1,2.0,Appartement,,16.0,2.0,,,,2.3672619999999998,48.871759000000004,751103909.0,39.0,Faubourg du Temple-Hôpital Saint Louis,"158000,00"
258401,,,,,,,,1,1285,Vente,117.0,,BD,9838,DE LA VILLETTE,75010,PARIS 10,75,110,,BX,30,,17.0,"90,98",35.0,,,,,,,,2,2.0,Appartement,,95.0,4.0,,,,2.369951,48.880463,751104010.0,40.0,Grange Aux Belles-Terrage,"849100,00"
258402,,,,,,,,1,1286,Vente,9.0,,RUE,4965,JEAN ET MARIE MOINON,75010,PARIS 10,75,110,,BM,75,,1066.0,"19,18",1067.0,,,,,,,,2,2.0,Appartement,,19.0,1.0,,,,2.371131,48.874084,751104005.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"215000,00"
258405,,,,,,,,1,1280,Vente,22.0,,RUE,9737,VICQ D AZIR,75010,PARIS 10,75,110,,BM,21,,24.0,"27,49",,,,,,,,,1,2.0,Appartement,,27.0,1.0,,,,2.371138,48.876073,751104006.0,40.0,Faubourg du Temple-Hôpital Saint Louis,"220000,00"
258406,,,,,,,,1,1280,Vente,70.0,,RUE,2268,CONDORCET,75009,PARIS 09,75,109,,BB,93,,32.0,,9.0,"102,12",,,,,,,2,2.0,Appartement,,110.0,5.0,,,,2.341167,48.880418,751093608.0,36.0,Trudaine-Maubeuge,"1180000,00"
258407,,,,,,,,1,1288,Vente,22.0,,RUE,9440,DE TREVISE,75009,PARIS 09,75,109,,AW,51,,11.0,"68,14",,,,,,,,,1,2.0,Appartement,,74.0,1.0,,,,2.345398,48.873914,751093501.0,35.0,Lafayette-Richer,"805000,00"
258414,,,,,,,,1,1286,Vente,223.0,,RUE,5240,LA FAYETTE,75010,PARIS 10,75,110,,AF,66,,49.0,"25,55",,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,,2.3655310000000003,48.881642,751103701.0,37.0,Louis Blanc-Aqueduc,"229000,00"
258415,,,,,,,,1,1268,Vente,110.0,,RUE,3512,DU FBG POISSONNIERE,75010,PARIS 10,75,110,,AN,82,,43.0,,9.0,"210,01",,,,,,,2,2.0,Appartement,,212.0,5.0,,,,2.3493619999999997,48.87895,751093606.0,37.0,Trudaine-Maubeuge,"2100000,00"
258416,,,,,,,,1,1268,Vente,82.0,,RUE,8289,DE ROCHECHOUART,75009,PARIS 09,75,109,,BC,98,,5.0,"45,49",,,,,,,,,1,2.0,Appartement,,44.0,2.0,,,,2.346806,48.882349,751093610.0,36.0,Trudaine-Maubeuge,"416500,00"
