index,Code service CH,Reference document,1 Articles CGI,2 Articles CGI,3 Articles CGI,4 Articles CGI,5 Articles CGI,No disposition,Date mutation,Nature mutation,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain,lon,lat,code_IRIS,code_district_admin,code_district_custom,Valeur fonciere
275178,,,,,,,,1,1370,Vente,13.0,,RUE,6884,OLIER,75015,PARIS 15,75,115,,BH,23,,31,,4.0,,,,,,,,2,2.0,Appartement,,63.0,3.0,,,,2.29128,48.835301,751155709.0,57.0,Vaugirard-Parc des Expositions,"580000,00"
275179,,,,,,,,1,1298,Vente,212.0,,RUE,5456,LECOURBE,75015,PARIS 15,75,115,,BP,4,,26,,61.0,,,,,,,,2,2.0,Appartement,,24.0,1.0,,,,2.294562,48.840228,751155726.0,57.0,Saint Lambert,"250000,00"
275180,,,,,,,,1,1326,Vente,12.0,,IMP,7808,DE PRESLES,75015,PARIS 15,75,115,,DL,13,,25,"20,70",98.0,,,,,,,,2,2.0,Appartement,,21.0,1.0,,,,2.295793,48.852647,751155917.0,59.0,Dupleix-Motte Picquet,"203000,00"
275181,,,,,,,,1,1371,Vente,15.0,,RUE,2547,DANIEL STERN,75015,PARIS 15,75,115,,DL,31,,29,,8.0,"46,21",,,,,,,2,2.0,Appartement,,50.0,3.0,,,,2.293145,48.851313,751155915.0,59.0,Dupleix-Motte Picquet,"527870,00"
275184,,,,,,,,1,1367,Vente,9.0,,RUE,2830,DU DOCTEUR FINLAY,75015,PARIS 15,75,115,,DQ,17,,248,,370.0,"104,95",,,,,,,2,2.0,Appartement,,107.0,4.0,,,,2.287713,48.852558,751155919.0,59.0,Dupleix-Motte Picquet,"1100000,00"
275187,,,,,,,,1,1361,Vente,31.0,,RUE,9729,VIALA,75015,PARIS 15,75,115,,DW,4,,15,"21,51",,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,,2.289314,48.850055,751155909.0,59.0,Emeriau-Zola,"240000,00"
275188,,,,,,,,1,1403,Vente,19.0,,RUE,5814,DE LOURMEL,75015,PARIS 15,75,115,,DX,40,,229,,349.0,"48,59",,,,,,,2,2.0,Appartement,,48.0,2.0,,,,2.291488,48.849365999999996,751155910.0,59.0,Dupleix-Motte Picquet,"500000,00"
275189,,,,,,,,1,1378,Vente,6.0,,RUE,4125,GEORGES CITERNE,75015,PARIS 15,75,115,,DW,57,,16,,24.0,"57,64",,,,,,,2,2.0,Appartement,,57.0,3.0,,,,2.289468,48.848815,751155909.0,59.0,Emeriau-Zola,"570000,00"
275191,,,,,,,,1,1351,Vente,17.0,B,RUE,1852,CHARLES LECOCQ,75015,PARIS 15,75,115,,BQ,38,,2,"98,70",,,,,,,,,1,2.0,Appartement,,90.0,4.0,,,,2.294569,48.840944,751155726.0,57.0,Saint Lambert,"923836,00"
275192,,,,,,,,1,1367,Vente,31.0,,RUE,0012,DE L ABBE GROULT,75015,PARIS 15,75,115,,BQ,13,,68,"27,05",79.0,,,,,,,,2,2.0,Appartement,,24.0,2.0,,,,2.294934,48.841542,751155727.0,57.0,Saint Lambert,"260000,00"
275193,,,,,,,,1,1363,Vente,177.0,,BD,5469,LEFEBVRE,75015,PARIS 15,75,115,,AR,45,,35,,36.0,,37.0,,42.0,,44.0,,5,2.0,Appartement,,48.0,2.0,,,,2.3025029999999997,48.828532,751155703.0,57.0,Georges Brassens,"320000,00"
275196,,,,,,,,1,1367,Vente,31.0,,RUE,7845,DE LA PROCESSION,75015,PARIS 15,75,115,,CK,91,,32,"82,74",95.0,,,,,,,,2,2.0,Appartement,,84.0,6.0,,,,2.307452,48.838086,751155805.0,58.0,Alleray Procession,"790000,00"
275197,,,,,,,,1,1370,Vente,3.0,,RUE,3807,FRANCOIS MOUTHON,75015,PARIS 15,75,115,,BO,59,,18,"57,96",,,,,,,,,1,2.0,Appartement,,55.0,3.0,,,,2.2917799999999997,48.838836,751155712.0,57.0,Vaugirard-Parc des Expositions,"569800,00"
275198,,,,,,,,1,1326,Vente,75.0,,RUE,1255,BRANCION,75015,PARIS 15,75,115,,AQ,5,,1,,11.0,"23,50",,,,,,,2,2.0,Appartement,,25.0,2.0,,,,2.302911,48.831841,751155703.0,57.0,Georges Brassens,"235000,00"
275200,,,,,,,,1,1378,Vente,64.0,,RUE,1255,BRANCION,75015,PARIS 15,75,115,,AJ,20,,29,"41,60",61.0,,,,,,,,2,2.0,Appartement,,43.0,3.0,,,,2.303256,48.832613,751155717.0,57.0,Georges Brassens,"390000,00"
275202,,,,,,,,1,1298,Vente,45.0,,RUE,8669,SAINT LAMBERT,75015,PARIS 15,75,115,,BN,54,,154,"72,02",68.0,,,,,,,,2,2.0,Appartement,,70.0,3.0,,,,2.293503,48.836311,751155713.0,57.0,Vaugirard-Parc des Expositions,"665000,00"
275203,,,,,,,,1,1384,Vente,31.0,,RUE,8669,SAINT LAMBERT,75015,PARIS 15,75,115,,BN,4,,1,"33,06",,,,,,,,,1,2.0,Appartement,,34.0,2.0,,,,2.292412,48.837102,751155713.0,57.0,Vaugirard-Parc des Expositions,"214930,00"
275204,,,,,,,,1,1361,Vente,44.0,,BD,7089,PASTEUR,75015,PARIS 15,75,115,,CJ,27,,105,"47,58",121.0,,,,,,,,2,2.0,Appartement,,48.0,3.0,,,,2.313185,48.841613,751155803.0,58.0,Pasteur Montparnasse,"463000,00"
275206,,,,,,,,1,1369,Vente,45.0,,RUE,6889,OLIVIER DE SERRES,75015,PARIS 15,75,115,,AL,2,,26,"49,54",42.0,,,,,,,,2,2.0,Appartement,,51.0,3.0,,,,2.295886,48.8346,751155715.0,57.0,Georges Brassens,"525000,00"
275211,,,,,,,,1,1367,Vente,12.0,,RUE,3415,EUGENE GIBEZ,75015,PARIS 15,75,115,,BM,33,,19,"41,97",9.0,,,,,,,,2,2.0,Appartement,,42.0,2.0,,,,2.295048,48.835644,751155714.0,57.0,Vaugirard-Parc des Expositions,"316000,00"
275214,,,,,,,,1,1361,Vente,20.0,,RUE,3352,ERNEST RENAN,75015,PARIS 15,75,115,,CF,49,,24,,54.0,,,,,,,,2,2.0,Appartement,,36.0,1.0,,,,2.309936,48.843123,751155807.0,58.0,Cambronne-Garibaldi,"213490,00"
275216,,,,,,,,1,1366,Vente,8.0,,RUE,2128,CLODION,75015,PARIS 15,75,115,,DL,32,,18,"33,72",,,,,,,,,1,2.0,Appartement,,26.0,2.0,,,,2.292767,48.851371,751155915.0,59.0,Dupleix-Motte Picquet,"268000,00"
275218,,,,,,,,1,1371,Vente,3.0,,RUE,6555,DES MORILLONS,75015,PARIS 15,75,115,,AL,4,,126,"29,51",,,,,,,,,1,2.0,Appartement,,29.0,2.0,,,,2.296136,48.834421,751155715.0,57.0,Georges Brassens,"285000,00"
275220,,,,,,,,1,1366,Vente,18.0,,RUE,0890,DES BERGERS,75015,PARIS 15,75,115,,FX,30,,11,"46,88",,,,,,,,,1,2.0,Appartement,,48.0,2.0,,,,2.2822310000000003,48.844258,751156013.0,60.0,Emeriau-Zola,"440000,00"
275221,,,,,,,,1,1371,Vente,189.0,,RUE,2459,DE LA CROIX NIVERT,75015,PARIS 15,75,115,,BL,11,,41,,8.0,"35,02",,,,,,,2,2.0,Appartement,,35.0,2.0,,,,2.289388,48.838252000000004,751155711.0,57.0,Vaugirard-Parc des Expositions,"400130,00"
275223,,,,,,,,1,1384,Vente,17.0,,RUE,4843,DE JAVEL,75015,PARIS 15,75,115,,FZ,8,,203,"113,00",,,,,,,,,1,2.0,Appartement,,125.0,4.0,,,,2.280452,48.846674,751156014.0,60.0,Emeriau-Zola,"889940,00"
275226,,,,,,,,1,1364,Vente,41.0,,RUE,4430,GUTENBERG,75015,PARIS 15,75,115,,FV,69,,41,"44,50",62.0,,,,,,,,2,2.0,Appartement,,61.0,2.0,,,,2.2811529999999998,48.843934999999995,751156012.0,60.0,Citroën-Boucicaut,"550000,00"
275228,,,,,,,,1,1403,Vente,19.0,,RUE,8750,SAINT SAENS,75015,PARIS 15,75,115,,DP,5,,171,,,,,,,,,,1,2.0,Appartement,,84.0,4.0,,,,2.29109,48.852948,751155918.0,59.0,Dupleix-Motte Picquet,"680000,00"
275229,,,,,,,,1,1403,Vente,19.0,,RUE,8750,SAINT SAENS,75015,PARIS 15,75,115,,DP,5,,154,"70,79",,,,,,,,,1,2.0,Appartement,,71.0,3.0,,,,2.29109,48.852948,751155918.0,59.0,Dupleix-Motte Picquet,"680000,00"
275235,,,,,,,,1,1371,Vente,14.0,,RUE,0372,ANTOINE BOURDELLE,75015,PARIS 15,75,115,,CR,31,,92,"33,72",,,,,,,,,1,2.0,Appartement,,33.0,2.0,,,,2.319048,48.843056,751155817.0,58.0,Pasteur Montparnasse,"326000,00"
275239,,,,,,,,1,1385,Vente,23.0,,RUE,8478,SAINT AMAND,75015,PARIS 15,75,115,,AG,18,,1292,,602.0,,,,,,,,2,2.0,Appartement,,52.0,2.0,,,,2.308081,48.835103000000004,751155721.0,57.0,Alleray Procession,"455000,00"
275240,,,,,,,,1,1326,Vente,59.0,,RUE,1454,CAMBRONNE,75015,PARIS 15,75,115,,BZ,1,,331,,75.0,"45,83",,,,,,,2,2.0,Appartement,,46.0,2.0,,,,2.302457,48.844128999999995,751155809.0,58.0,Cambronne-Garibaldi,"505166,40"
275247,,,,,,,,1,1371,Vente,173.0,,BD,5469,LEFEBVRE,75015,PARIS 15,75,115,,AR,47,,12,,27.0,"53,68",,,,,,,2,2.0,Appartement,,52.0,3.0,,,,2.302174,48.828604,751155703.0,57.0,Georges Brassens,"428700,00"
275248,,,,,,,,1,1351,Vente,317.0,,RUE,9624,DE VAUGIRARD,75015,PARIS 15,75,115,,BS,74,,33,,99.0,"33,39",,,,,,,2,2.0,Appartement,,34.0,2.0,,,,2.298922,48.838443,751155723.0,57.0,Alleray Procession,"377200,00"
275253,,,,,,,,1,1298,Vente,124.0,,RUE,9230,DU THEATRE,75015,PARIS 15,75,115,,EG,4,,103,"38,29",,,,,,,,,1,2.0,Appartement,,38.0,1.0,,,,2.295593,48.845958,751155902.0,59.0,Violet Commerce,"365000,00"
275254,,,,,,,,1,1298,Vente,124.0,,RUE,9230,DU THEATRE,75015,PARIS 15,75,115,,EG,4,,29,,,,,,,,,,1,2.0,Appartement,,38.0,1.0,,,,2.295593,48.845958,751155902.0,59.0,Violet Commerce,"365000,00"
275256,,,,,,,,1,1403,Vente,254.0,,RUE,2459,DE LA CROIX NIVERT,75015,PARIS 15,75,115,,BI,68,,10,"124,16",,,,,,,,,1,2.0,Appartement,,140.0,4.0,,,,2.28988,48.83408,751155709.0,57.0,Vaugirard-Parc des Expositions,"1288300,00"
275257,,,,,,,,1,1351,Vente,313.0,,RUE,5456,LECOURBE,75015,PARIS 15,75,115,,BK,2,,1048,,1303.0,,,,,,,,2,2.0,Appartement,,16.0,1.0,,,,2.286059,48.837423,751155710.0,57.0,Vaugirard-Parc des Expositions,"138000,00"
275262,,,,,,,,1,1298,Vente,25.0,,QUAI,0318,ANDRE CITROEN,75015,PARIS 15,75,115,,FZ,3,,32,"56,71",373.0,,,,,,,,2,2.0,Appartement,,58.0,3.0,,,,2.280152,48.847826,751156014.0,60.0,Emeriau-Zola,"560000,00"
275263,,,,,,,,1,1385,Vente,56.0,,RUE,5893,MADEMOISELLE,75015,PARIS 15,75,115,,BV,41,,41,"20,28",,,,,,,,,1,2.0,Appartement,,18.0,1.0,,,,2.300271,48.843222999999995,751155728.0,57.0,Saint Lambert,"192000,00"
275270,,,,,,,,1,1370,Vente,217.0,,RUE,2459,DE LA CROIX NIVERT,75015,PARIS 15,75,115,,BL,81,,13,,33.0,"50,90",,,,,,,2,2.0,Appartement,,51.0,2.0,,,,2.2897790000000002,48.836110999999995,751155711.0,57.0,Vaugirard-Parc des Expositions,"505575,00"
275271,,,,,,,,1,1326,Vente,36.0,,RUE,1663,DES CEVENNES,75015,PARIS 15,75,115,,FV,3,,100,,20.0,"18,45",,,,,,,2,2.0,Appartement,,18.0,1.0,,,,2.27874,48.84321,751156010.0,60.0,Citroën-Boucicaut,"180000,00"
275273,,,,,,,,1,1371,Vente,37.0,,RUE,5456,LECOURBE,75015,PARIS 15,75,115,,CE,58,,14,"19,07",,,,,,,,,1,2.0,Appartement,,18.0,1.0,,,,2.307809,48.844018,751155807.0,58.0,Cambronne-Garibaldi,"206780,00"
275276,,,,,,,,1,1351,Vente,25.0,,RUE,3705,FONDARY,75015,PARIS 15,75,115,,DX,11,,12,"13,72",,,,,,,,,1,2.0,Appartement,,26.0,1.0,,,,2.292977,48.848239,751155910.0,59.0,Dupleix-Motte Picquet,"169000,00"
275277,,,,,,,,1,1370,Vente,118.0,,RUE,5456,LECOURBE,75015,PARIS 15,75,115,,BV,53,,3,"92,06",,,,,,,,,1,2.0,Appartement,,92.0,4.0,,,,2.302062,48.842533,751155728.0,57.0,Saint Lambert,"955000,00"
275278,,,,,,,,1,1378,Vente,42.0,,RUE,4463,DU HAMEAU,75015,PARIS 15,75,115,,BE,23,,43,"80,12",91.0,,,,,,,,2,2.0,Appartement,,80.0,4.0,,,,2.286891,48.83384,751155708.0,57.0,Vaugirard-Parc des Expositions,"700000,00"
275281,,,,,,,,1,1351,Vente,3.0,,RUE,3807,FRANCOIS MOUTHON,75015,PARIS 15,75,115,,BO,59,,4,"60,07",,,,,,,,,1,2.0,Appartement,,59.0,3.0,,,,2.2917799999999997,48.838836,751155712.0,57.0,Vaugirard-Parc des Expositions,"522000,00"
275284,,,,,,,,1,1403,Vente,57.0,,BD,5469,LEFEBVRE,75015,PARIS 15,75,115,,BF,46,,50,,8.0,"81,08",,,,,,,2,2.0,Appartement,,80.0,4.0,,,,2.292303,48.831286999999996,751155706.0,57.0,Vaugirard-Parc des Expositions,"675000,00"
275285,,,,,,,,1,1370,Vente,7.0,,RUE,9919,DE VOUILLE,75015,PARIS 15,75,115,,AF,12,,1342,"34,33",1392.0,,,,,,,,2,2.0,Appartement,,39.0,2.0,,,,2.303586,48.835282,751155722.0,57.0,Alleray Procession,"381000,00"
275286,,,,,,,,1,1326,Vente,6.0,,RUE,6186,MAUBLANC,75015,PARIS 15,75,115,,BT,110,,16,,34.0,"50,16",,,,,,,2,2.0,Appartement,,48.0,3.0,,,,2.299648,48.84013,751155724.0,57.0,Saint Lambert,"500000,00"
275292,,,,,,,,1,1366,Vente,91.0,,RUE,8513,SAINT CHARLES,75015,PARIS 15,75,115,,EL,7,,5,"39,74",,,,,,,,,1,2.0,Appartement,,37.0,2.0,,,,2.285355,48.8463,751156016.0,60.0,Emeriau-Zola,"380000,00"
275296,,,,,,,,1,1385,Vente,44.0,,RUE,9230,DU THEATRE,75015,PARIS 15,75,115,,DW,77,,115,"36,80",,,,,,,,,1,2.0,Appartement,,37.0,1.0,,,,2.288365,48.84872,751155906.0,59.0,Emeriau-Zola,"392000,00"
275297,,,,,,,,1,1378,Vente,48.0,,RUE,8384,ROUELLE,75015,PARIS 15,75,115,,DW,121,,82,"26,83",,,,,,,,,1,2.0,Appartement,,27.0,1.0,,,,2.289552,48.849438,751155909.0,59.0,Emeriau-Zola,"280000,00"
275299,,,,,,,,1,1505,Vente,37.0,,RUE,9919,DE VOUILLE,75015,PARIS 15,75,115,,AG,40,,105,"28,90",,,,,,,,,1,2.0,Appartement,,29.0,1.0,,,,2.307056,48.834289,751155720.0,57.0,Alleray Procession,"301700,00"
275317,,,,,,,,1,1326,Vente,37.0,,RUE,5346,DE LA QUINTINIE,75015,PARIS 15,75,115,,AD,35,,311,,83.0,"71,30",,,,,,,2,2.0,Appartement,,72.0,3.0,,,,2.303914,48.83768,751155731.0,57.0,Alleray Procession,"600000,00"
275318,,,,,,,,1,1326,Vente,62.0,,RUE,5209,LABROUSTE,75015,PARIS 15,75,115,,AI,90,,106,"50,54",,,,,,,,,1,2.0,Appartement,,50.0,3.0,,,,2.306844,48.832640999999995,751155719.0,57.0,Georges Brassens,"442000,00"
275321,,,,,,,,1,1326,Vente,57.0,,RUE,2890,DOMBASLE,75015,PARIS 15,75,115,,AE,43,,11,"34,56",16.0,,,,,,,,2,2.0,Appartement,,37.0,2.0,,,,2.301142,48.83554,751155716.0,57.0,Georges Brassens,"323500,00"
275322,,,,,,,,1,1363,Vente,8.0,,RUE,5334,DU LAOS,75015,PARIS 15,75,115,,DE,59,,1,,32.0,,,,,,,,2,2.0,Appartement,,80.0,4.0,,,,2.30094,48.850266999999995,751155913.0,59.0,Dupleix-Motte Picquet,"566000,00"
275324,,,,,,,,1,1378,Vente,2.0,,RUE,3585,FERDINAND FABRE,75015,PARIS 15,75,115,,BS,14,,1,"105,05",,,,,,,,,1,2.0,Appartement,,104.0,3.0,,,,2.2959680000000002,48.839082,751155725.0,57.0,Saint Lambert,"860000,00"
275326,,,,,,,,1,1403,Vente,335.0,,RUE,9624,DE VAUGIRARD,75015,PARIS 15,75,115,,BS,154,,1050,"51,55",1238.0,,,,,,,,2,2.0,Appartement,,50.0,2.0,,,,2.2971619999999997,48.837481,751155723.0,57.0,Saint Lambert,"520000,00"
275328,,,,,,,,1,1366,Vente,22.0,,AV,3266,EMILE ZOLA,75015,PARIS 15,75,115,,FX,13,,96,,,,,,,,,,1,2.0,Appartement,,66.0,4.0,,,,2.280079,48.846152000000004,751156015.0,60.0,Emeriau-Zola,"675000,00"
275335,,,,,,,,1,1403,Vente,67.0,,RUE,2300,DE LA CONVENTION,75015,PARIS 15,75,115,,EM,45,,10,"63,67",,,,,,,,,1,2.0,Appartement,,65.0,3.0,,,,2.284078,48.842962,751156017.0,60.0,Citroën-Boucicaut,"699850,00"
275337,,,,,,,,1,1505,Vente,118.0,,RUE,0012,DE L ABBE GROULT,75015,PARIS 15,75,115,,AE,86,,48,,6.0,"85,37",,,,,,,2,2.0,Appartement,,88.0,4.0,,,,2.300578,48.836814000000004,751155722.0,57.0,Alleray Procession,"810000,00"
275339,,,,,,,,1,1389,Vente,8.0,,VLA,7554,POIRIER,75015,PARIS 15,75,115,,BZ,31,,11,"45,67",,,,,,,,,1,2.0,Appartement,,45.0,2.0,,,,2.3040979999999998,48.844106,751155809.0,58.0,Cambronne-Garibaldi,"448000,00"
275340,,,,,,,,1,1384,Vente,55.0,,RUE,5230,LACORDAIRE,75015,PARIS 15,75,115,,ES,11,,1149,"58,02",1239.0,,,,,,,,2,2.0,Appartement,,56.0,3.0,,,,2.28162,48.841079,751156005.0,60.0,Citroën-Boucicaut,"545000,00"
275347,,,,,,,,1,1370,Vente,43.0,,BD,3957,GARIBALDI,75015,PARIS 15,75,115,,CX,32,,12,"28,89",,,,,,,,,1,2.0,Appartement,,29.0,2.0,,,,2.307121,48.846515000000004,751155812.0,58.0,Cambronne-Garibaldi,"260000,00"
275349,,,,,,,,1,1369,Vente,5.0,,PL,0211,D ALLERAY,75015,PARIS 15,75,115,,AC,26,,1219,"82,47",1671.0,,,,,,,,2,2.0,Appartement,,80.0,4.0,,,,2.307033,48.836538,751155721.0,57.0,Alleray Procession,"770000,00"
275351,,,,,,,,1,1366,Vente,14.0,,PL,3396,ETIENNE PERNET,75015,PARIS 15,75,115,,EK,30,,30,"84,20",,,,,,,,,1,2.0,Appartement,,82.0,4.0,,,,2.292174,48.843249,751156019.0,60.0,Violet Commerce,"835000,00"
275356,,,,,,,,1,1387,Vente,36.0,,RUE,0231,ALPHONSE BERTILLON,75015,PARIS 15,75,115,,AH,71,,23,"26,60",45.0,,,,,,,,2,2.0,Appartement,,26.0,2.0,,,,2.309958,48.833659999999995,751155702.0,57.0,Georges Brassens,"270000,00"
275357,,,,,,,,1,1390,Vente,6.0,,RUE,4541,HENRI BOCQUILLON,75015,PARIS 15,75,115,,EO,16,,19,"69,91",20.0,,,,,,,,2,2.0,Appartement,,69.0,3.0,,,,2.290193,48.8416,751156020.0,60.0,Violet Commerce,"678000,00"
275358,,,,,,,,1,1326,Vente,1.0,,RUE,1512,DU CAPT SCOTT,75015,PARIS 15,75,115,,DM,19,,47,"25,15",,,,,,,,,1,2.0,Appartement,,25.0,1.0,,,,2.294288,48.854197,751155918.0,59.0,Dupleix-Motte Picquet,"220000,00"
275359,,,,,,,,1,1388,Vente,122.0,,RUE,1595,CASTAGNARY,75015,PARIS 15,75,115,,AQ,65,,7,"10,63",,,,,,,,,1,2.0,Appartement,,10.0,1.0,,,,2.3045430000000002,48.829971,751155703.0,57.0,Georges Brassens,"100000,00"
275360,,,,,,,,1,1370,Vente,25.0,,RUE,4915,JEAN MARIDOR,75015,PARIS 15,75,115,,EQ,49,,4,"28,30",,,,,,,,,1,2.0,Appartement,,27.0,1.0,,,,2.286905,48.838681,751156004.0,60.0,Vaugirard-Parc des Expositions,"296000,00"
275362,,,,,,,,1,1384,Vente,313.0,,RUE,5456,LECOURBE,75015,PARIS 15,75,115,,BK,2,,1092,"90,00",1304.0,,,,,,,,2,2.0,Appartement,,90.0,4.0,,,,2.286059,48.837423,751155710.0,57.0,Vaugirard-Parc des Expositions,"744230,00"
275368,,,,,,,,1,1389,Vente,44.0,,RUE,9230,DU THEATRE,75015,PARIS 15,75,115,,DW,77,,56,"41,60",,,,,,,,,1,2.0,Appartement,,42.0,2.0,,,,2.288365,48.84872,751155906.0,59.0,Emeriau-Zola,"440000,00"
275369,,,,,,,,1,1326,Vente,71.0,,BD,4310,DE GRENELLE,75015,PARIS 15,75,115,,DJ,7,,7,"34,68",,,,,,,,,1,2.0,Appartement,,42.0,2.0,,,,2.293778,48.850597,751155915.0,59.0,Dupleix-Motte Picquet,"390950,00"
275374,,,,,,,,1,1385,Vente,13.0,,RUE,9322,TISSERAND,75015,PARIS 15,75,115,,EQ,15,,18,"42,39",30.0,,,,,,,,2,2.0,Appartement,,37.0,2.0,,,,2.2852069999999998,48.840269,751156006.0,60.0,Citroën-Boucicaut,"250000,00"
275375,,,,,,,,1,1351,Vente,63.0,,RUE,2459,DE LA CROIX NIVERT,75015,PARIS 15,75,115,,BX,15,,332,"30,14",585.0,,,,,,,,2,2.0,Appartement,,30.0,1.0,,,,2.29708,48.844615999999995,751155810.0,58.0,Cambronne-Garibaldi,"310000,00"
275376,,,,,,,,1,1505,Vente,49.0,,RUE,2300,DE LA CONVENTION,75015,PARIS 15,75,115,,FX,36,,48,,94.0,"29,64",,,,,,,2,2.0,Appartement,,31.0,1.0,,,,2.282222,48.84388,751156013.0,60.0,Emeriau-Zola,"297500,00"
275379,,,,,,,,1,1505,Vente,361.0,,RUE,5456,LECOURBE,75015,PARIS 15,75,115,,BJ,57,,14,"29,40",531.0,,,,,,,,2,2.0,Appartement,,29.0,1.0,,,,2.282213,48.836166,751155710.0,57.0,Vaugirard-Parc des Expositions,"270000,00"
275383,,,,,,,,1,1326,Vente,10.0,A,RUE,5601,LERICHE,75015,PARIS 15,75,115,,BM,136,,10,"29,42",,,,,,,,,1,2.0,Appartement,,29.0,2.0,,,,2.294494,48.835478,751155707.0,57.0,Vaugirard-Parc des Expositions,"290000,00"
275385,,,,,,,,1,1371,Vente,13.0,,RUE,7807,DE PRESLES,75015,PARIS 15,75,115,,DI,11,,31,"65,55",,,,,,,,,1,2.0,Appartement,,62.0,3.0,,,,2.296606,48.852233,751155917.0,59.0,Dupleix-Motte Picquet,"640000,00"
275386,,,,,,,,1,1371,Vente,13.0,,RUE,7807,DE PRESLES,75015,PARIS 15,75,115,,DI,11,,20,,,,,,,,,,1,2.0,Appartement,,69.0,3.0,,,,2.296606,48.852233,751155917.0,59.0,Dupleix-Motte Picquet,"640000,00"
275388,,,,,,,,1,1371,Vente,247.0,,RUE,9624,DE VAUGIRARD,75015,PARIS 15,75,115,,AB,44,,271,"65,53",91.0,,,,,,,,2,2.0,Appartement,,65.0,4.0,,,,2.304865,48.840477,751155730.0,57.0,Alleray Procession,"703000,00"
275389,,,,,,,,1,1361,Vente,29.0,,RUE,3177,DE L EGLISE,75015,PARIS 15,75,115,,EL,30,,32,,8.0,,,,,,,,2,2.0,Appartement,,18.0,1.0,,,,2.28667,48.844789,751156016.0,60.0,Emeriau-Zola,"175760,00"
275390,,,,,,,,1,1385,Vente,53.0,,RUE,0212,D ALLERAY,75015,PARIS 15,75,115,,AD,44,,1,,19.0,"73,32",,,,,,,2,2.0,Appartement,,73.0,3.0,,,,2.305187,48.836639,751155731.0,57.0,Alleray Procession,"599570,00"
275391,,,,,,,,1,1371,Vente,34.0,,BD,4310,DE GRENELLE,75015,PARIS 15,75,115,,DK,23,,60,"34,91",,,,,,,,,1,2.0,Appartement,,40.0,1.0,,,,2.290695,48.852196,751155919.0,59.0,Dupleix-Motte Picquet,"440000,00"
275392,,,,,,,,1,1369,Vente,82.0,,RUE,3059,DUTOT,75015,PARIS 15,75,115,,AC,20,,133,,9.0,"74,31",,,,,,,2,2.0,Appartement,,74.0,3.0,,,,2.307096,48.837149,751155731.0,57.0,Alleray Procession,"572815,00"
275396,,,,,,,,1,1371,Vente,365.0,,RUE,9624,DE VAUGIRARD,75015,PARIS 15,75,115,,BM,66,,16,"70,22",649.0,,,,,,,,2,2.0,Appartement,,72.0,3.0,,,,2.2953330000000003,48.836514,751155714.0,57.0,Vaugirard-Parc des Expositions,"705000,00"
275398,,,,,,,,1,1390,Vente,12.0,,RUE,1699,DE CHAMBERY,75015,PARIS 15,75,115,,AQ,108,,44,,,,,,,,,,1,2.0,Appartement,,28.0,1.0,,,,2.303897,48.831523,751155703.0,57.0,Georges Brassens,"299000,00"
275399,,,,,,,,1,1390,Vente,12.0,,RUE,1699,DE CHAMBERY,75015,PARIS 15,75,115,,AQ,108,,20,"27,80",,,,,,,,,1,2.0,Appartement,,28.0,1.0,,,,2.303897,48.831523,751155703.0,57.0,Georges Brassens,"299000,00"
275404,,,,,,,,1,1326,Vente,354.0,,RUE,5456,LECOURBE,75015,PARIS 15,75,115,,EV,56,,1040,,524.0,"29,61",,,,,,,2,2.0,Appartement,,30.0,1.0,,,,2.282463,48.836647,751156002.0,60.0,Vaugirard-Parc des Expositions,"260000,00"
275405,,,,,,,,1,1371,Vente,22.0,,RUE,8892,SEBASTIEN MERCIER,75015,PARIS 15,75,115,,FW,32,,15,"23,46",,,,,,,,,1,2.0,Appartement,,24.0,1.0,,,,2.278143,48.844689,751156010.0,60.0,Citroën-Boucicaut,"220000,00"
275409,,,,,,,,1,1298,Vente,183.0,,RUE,2300,DE LA CONVENTION,75015,PARIS 15,75,115,,BN,26,,29,,8.0,,,,,,,,2,2.0,Appartement,,78.0,4.0,,,,2.295571,48.837737,751155725.0,57.0,Saint Lambert,"828745,00"
275410,,,,,,,,1,1369,Vente,31.0,,RUE,0012,DE L ABBE GROULT,75015,PARIS 15,75,115,,BQ,13,,14,"40,02",41.0,,,,,,,,2,2.0,Appartement,,40.0,2.0,,,,2.294934,48.841542,751155727.0,57.0,Saint Lambert,"411483,00"
275414,,,,,,,,1,1378,Vente,47.0,,RUE,0212,D ALLERAY,75015,PARIS 15,75,115,,AD,42,,462,,9.0,"43,35",,,,,,,2,2.0,Appartement,,40.0,1.0,,,,2.304426,48.836738000000004,751155731.0,57.0,Alleray Procession,"415000,00"
275415,,,,,,,,1,1384,Vente,12.0,,RUE,6186,MAUBLANC,75015,PARIS 15,75,115,,BT,96,,4,"56,31",,,,,,,,,1,2.0,Appartement,,57.0,2.0,,,,2.299961,48.839719,751155724.0,57.0,Saint Lambert,"566500,00"
